YEILD_STRENGTH,ULTIMATE_TENSILE_STRENGTH,GRADE,FXTEMP_MAX,FXTEMP_MIN,FXTEMP_PCTON,FXTEMP_PCTUNDER,CTEMP_MAX,CTEMP_PCTON,AL,CE,MN,V
348,473,HDR09C          ,866.375,839,94.855,0,634.252,98,0.045,0.343,1.01,0.001
401,509,HHTA1B          ,879.125,840.625,93.736,3.803,651.951,86.889,0.045,0.388,1.34,0.045
409,545,HHTA1B          ,898.75,835.75,28.704,67.593,686.583,88.479,0.045,0.383,1.33,0.04
386,514,HHTA1B          ,880,853,94.85,0,667.651,92.308,0.045,0.41,1.37,0.043
378,514,HHTA1B          ,871,846.5,100,0,681.261,92.251,0.045,0.392,1.36,0.044
378,509,HHTA1B          ,883.125,850.5,92.857,0,646.073,75.63,0.031,0.4,1.4,0.043
385,517,HHTA1B          ,874.5,846.125,100,0,662.531,94.118,0.036,0.404,1.4,0.04
371,505,HHTA1B          ,875.25,857.625,99.576,0,651.74,88.608,0.031,0.4,1.4,0.043
396,515,HHTA1B          ,874.375,847.375,100,0,654.016,82.353,0.031,0.4,1.4,0.043
374,494,HHTA1B          ,877.5,842.875,89.888,5.243,665.324,89.591,0.036,0.404,1.4,0.04
352,471,HDR09C          ,858.375,822.5,87.92,12.081,677.242,95.333,0.043,0.32,0.96,0.001
352,468,HDR09C          ,849.125,821.875,92.032,7.968,672.137,96.825,0.043,0.32,0.96,0.001
345,475,HDR09C          ,856.375,827.125,97.248,2.752,657.679,89.091,0.043,0.32,0.96,0.001
353,462,HDR09C          ,854.75,839.25,100,0,683.311,97,0.043,0.32,0.96,0.001
379,516,HHTA1B          ,878.125,828.5,35.359,62.983,681.141,75.556,0.045,0.402,1.39,0.05
368,517,HHTA1B          ,886.875,848.375,84.783,3.261,686.147,89.674,0.045,0.41,1.37,0.043
378,526,HHTA1B          ,886.875,848.375,84.783,3.261,686.147,89.674,0.045,0.41,1.37,0.043
420,539,HHTA1B          ,872.375,842.25,91.941,8.059,663.083,88.364,0.045,0.394,1.34,0.046
443,576,HHTA1B          ,876.125,846.625,99.142,0,662.812,77.35,0.045,0.41,1.37,0.043
406,532,HHTA1B          ,876.25,841.75,94.708,4.457,641.943,88.366,0.045,0.394,1.34,0.046
405,508,HHTA1B          ,876.75,840.25,73.259,24.513,636.329,91.437,0.045,0.394,1.34,0.046
443,566,HHTA1B          ,878.375,850.5,99.248,0.752,688.06,98.876,0.045,0.395,1.37,0.049
450,569,HHTA1B          ,879.125,861.875,100,0,687.81,95.437,0.041,0.39,1.34,0.046
425,554,HHTA1B          ,882.875,849.75,84.906,15.094,681.502,93.985,0.045,0.395,1.37,0.049
387,507,HHTA1B          ,879.25,845.875,96.226,0,653.681,84.849,0.04,0.401,1.4,0.044
439,560,HHTA1B          ,874.125,850.75,100,0,634.862,96.019,0.034,0.385,1.33,0.047
442,554,HHTA1B          ,890.25,849.625,95.948,0,622.328,98.903,0.039,0.406,1.34,0.045
336,482,HDR09C          ,869,844.125,100,0,662.587,91.429,0.045,0.352,1.04,0.001
435,567,HHTA1B          ,894.875,839.875,86.531,7.347,679.963,94.694,0.038,0.411,1.4,0.042
408,526,HHTA1B          ,873.75,846.875,100,0,633.778,97.699,0.042,0.409,1.37,0.045
415,532,HHTA1B          ,881.625,838.875,67.857,30.893,633.278,97.695,0.042,0.409,1.37,0.045
449,588,HHTA1B          ,883.875,843,94.248,3.982,672.95,86.344,0.045,0.402,1.39,0.05
461,591,HHTA1B          ,863.625,823.75,26.019,73.981,683.307,63.75,0.035,0.393,1.38,0.045
393,517,HHTA1B          ,894,840.25,71.429,23.963,687.331,91.244,0.045,0.383,1.33,0.04
337,477,HDR09C          ,871,835.125,93.175,0,673.413,94.985,0.029,0.33,0.99,0.001
382,509,HHTA1B          ,873.625,850,100,0,665.308,68.266,0.045,0.392,1.36,0.044
348,481,HDR09C          ,860.5,833,99.096,0,678.373,98.204,0.029,0.33,0.99,0.001
440,558,HHTA1B          ,868.5,829.25,51.908,48.092,692.664,92.015,0.041,0.39,1.34,0.046
367,510,HHTA1B          ,882.5,842.125,88.192,6.273,667.494,86.397,0.045,0.394,1.34,0.046
367,510,HHTA1B          ,882.5,842.125,88.192,6.273,667.494,86.397,0.045,0.394,1.34,0.046
418,556,HHTA1B          ,901.5,869.25,44.651,0,676.426,95.814,0.045,0.41,1.37,0.043
323,468,HDR09C          ,859.5,835.5,100,0,674.072,96.296,0.045,0.33,0.98,0.001
411,527,HHTA1B          ,869.625,835.375,63.1,36.9,668.896,85.348,0.045,0.394,1.34,0.046
424,536,HHTA1B          ,889.375,862.25,97.304,0,628.068,98.781,0.044,0.395,1.37,0.044
411,530,HHTA1B          ,891.875,862.625,93.154,0,632.112,86.408,0.039,0.406,1.34,0.045
378,505,HHTA1B          ,875.875,839,73.709,25.822,685.761,93.458,0.042,0.391,1.37,0.044
428,550,HHTA1B          ,884.875,851.875,95.814,4.186,696.616,55.814,0.043,0.394,1.35,0.042
431,550,HHTA1B          ,880.375,841,90.706,6.32,665.937,94.074,0.045,0.397,1.37,0.043
414,535,HHTA1B          ,879,851.25,93.458,0,627.281,96.305,0.045,0.399,1.4,0.05
410,534,HHTA1B          ,886.75,836,85.042,0.277,632.373,46.703,0.045,0.403,1.36,0.042
413,536,HHTA1B          ,879.5,840.5,94.444,0.833,637.442,69.638,0.045,0.403,1.36,0.042
431,550,HHTA1B          ,891.625,850.75,92.593,0,688.199,93.519,0.045,0.383,1.33,0.04
443,541,HHTA1B          ,890.125,845.125,87.266,7.116,643.092,97.373,0.042,0.414,1.38,0.044
428,528,HHTA1B          ,884.5,843.25,98.276,0.862,625.777,94.444,0.042,0.414,1.38,0.044
404,533,HHTA1B          ,871.625,837.75,60,40,678.927,86.992,0.042,0.391,1.37,0.044
395,525,HHTA1B          ,866.875,840.625,97.059,2.941,685.289,81.373,0.043,0.394,1.35,0.042
438,568,HHTA1B          ,878.25,853,97.026,0,666.187,92.62,0.045,0.397,1.37,0.043
451,582,HHTA1B          ,870.375,849.5,100,0,670.542,91.111,0.045,0.397,1.37,0.043
359,497,HDR09C          ,863.125,843.5,99.231,0,663.599,96.552,0.041,0.34,1.02,0.001
384,514,HHTA1B          ,880.25,846.625,99.17,0,639.145,92.149,0.037,0.389,1.34,0.043
322,466,HDR09C          ,856.875,836.25,100,0,671.03,94.891,0.045,0.331,0.99,0.002
326,463,HDR09C          ,858.25,834.875,100,0,674.256,91.241,0.045,0.331,0.99,0.002
421,538,HHTA1B          ,878.5,829.875,94.486,0.251,628.166,97.512,0.042,0.404,1.36,0.043
377,506,HHTA1B          ,880.125,848,95.763,0,645.595,83.122,0.031,0.4,1.4,0.043
341,478,HDR09C          ,864,828.875,92.508,0.326,676.533,91.909,0.045,0.332,0.98,0.001
437,549,HHTA1B          ,877.5,835.625,96.832,1.98,631.647,98.63,0.039,0.402,1.36,0.046
323,469,HDR09C          ,860.125,841.25,99.621,0,675.946,97.349,0.037,0.336,1,0.001
350,497,HDR09C          ,859.75,833.5,100,0,667.161,95.946,0.045,0.35,1.03,0.001
361,486,HDR09C          ,860.25,833.625,99.747,0,631.036,87.218,0.045,0.335,1.01,0.002
381,512,HHTA1B          ,869.25,838.75,88.839,11.161,677.298,88,0.033,0.405,1.35,0.042
389,425,HHTA1B          ,869.25,840.5,91.163,8.837,687.12,83.796,0.045,0.397,1.37,0.043
389,525,HHTA1B          ,869.25,840.5,91.163,8.837,687.12,83.796,0.045,0.397,1.37,0.043
378,514,HHTA1B          ,871,846.5,100,0,681.261,92.251,0.045,0.392,1.36,0.044
387,513,HHTA1B          ,867.75,837.75,87.765,12.235,631.676,98.601,0.044,0.41,1.35,0.047
377,512,HHTA1B          ,885.25,854.75,99.262,0.369,659.337,65.074,0.036,0.404,1.4,0.04
378,507,HHTA1B          ,905.5,838.125,88.571,3.81,689.263,94.787,0.04,0.392,1.34,0.045
416,550,HHTA1B          ,876.875,832.75,63.762,34.862,688.875,85.321,0.045,0.394,1.34,0.046
416,550,HHTA1B          ,872.25,847.25,100,0,691.84,91.284,0.045,0.394,1.34,0.046
399,523,HHTA1B          ,866.875,835.125,63.303,36.697,688.829,84.862,0.045,0.394,1.34,0.046
344,483,HDR09C          ,863,843,96.073,0,633.433,95.065,0.034,0.336,1.03,0.001
382,512,HHTA1B          ,874.875,840.375,99.669,0.331,637.79,94.408,0.045,0.402,1.39,0.05
393,533,HHTA1B          ,887.625,808.125,8.837,91.163,689.969,75.463,0.045,0.402,1.4,0.044
417,531,HHTA1B          ,881.875,860.875,100,0,641.255,94.912,0.045,0.399,1.4,0.05
405,519,HHTA1B          ,881,839.375,59.216,40.784,650.186,94.553,0.045,0.399,1.4,0.05
332,474,HDR09C          ,859.25,838,100,0,676.033,98.182,0.045,0.331,0.99,0.002
334,476,HDR09C          ,866.375,836.5,97.342,2.658,676.731,80.795,0.043,0.341,1.03,0.001
333,471,HDR09C          ,859,841.75,100,0,677.866,95.342,0.04,0.333,0.99,0.001
409,535,HHTA1B          ,869,834.25,72.067,27.933,638.131,87.5,0.041,0.392,1.38,0.042
419,531,HHTA1B          ,868.25,841.75,96.667,3.333,677.26,85.892,0.04,0.409,1.4,0.04
373,509,HHTA1B          ,873.5,834.875,56.777,43.223,688.363,75.183,0.04,0.403,1.36,0.042
457,569,HHTA1B          ,870.125,843.5,98.534,1.466,665.755,77.843,0.038,0.401,1.36,0.046
439,553,HHTA1B          ,877.75,833.375,74.33,24.777,633.906,89.579,0.045,0.4,1.37,0.048
391,503,HHTA1B          ,870,830.125,99.267,0.733,635.96,96.837,0.04,0.387,1.31,0.044
487,603,HHTA1B          ,873.875,849,100,0,647.838,56.949,0.045,0.39,1.32,0.047
393,527,HHTA1B          ,873,838.625,80.749,19.251,678.839,61.828,0.045,0.396,1.33,0.041
393,516,HHTA1B          ,876,855.625,99.123,0,663.411,55.895,0.045,0.396,1.33,0.041
417,529,HHTA1B          ,884,853.375,67.46,0,687.139,94.466,0.043,0.382,1.33,0.046
450,565,HHTA1B          ,880.25,854.375,97.685,0,691.468,87.5,0.045,0.385,1.34,0.043
308,445,HDR09C          ,871,841.125,73.272,0,680.806,88.94,0.045,0.334,0.97,0.001
324,463,HDR09C          ,859.25,835.125,100,0,692.27,96.774,0.045,0.338,1.06,0.001
330,474,HDR09C          ,856.625,821.5,76.636,23.365,684.761,98.148,0.045,0.336,0.95,0.001
386,517,HHTA1B          ,874.625,854.5,100,0,686.44,87.907,0.035,0.392,1.36,0.04
406,536,HHTA1B          ,894,848.625,95.392,0,691.296,91.284,0.045,0.385,1.34,0.043
409,541,HHTA1B          ,876.875,861.375,95.082,0,691.387,98.361,0.04,0.387,1.31,0.044
331,477,HDR09C          ,865.875,834.25,78.417,0,667.013,98.566,0.045,0.343,1.01,0.001
465,544,HHTA1B          ,875.875,841.75,97.466,2.027,641.859,97.32,0.043,0.393,1.36,0.045
465,558,HHTA1B          ,886.875,847.25,95.772,0,636.434,93.978,0.044,0.395,1.37,0.044
459,559,HHTA1B          ,886.125,855.25,99.66,0,642.398,97.811,0.041,0.39,1.34,0.046
353,479,HDR09C          ,891.5,851.75,95.969,0,638.492,98.282,0.04,0.333,0.99,0.001
331,483,HDR09C          ,882.125,850,98.165,0,673.691,80.547,0.045,0.348,1.06,0.001
344,480,HDR09C          ,853.75,815.75,45.732,54.268,675.891,98.485,0.045,0.348,1.06,0.001
433,543,HHTA1B          ,879.875,852.375,95.9,0,639.258,96.163,0.045,0.392,1.37,0.047
448,566,HHTA1B          ,891.375,853.625,93.761,0,623.385,98.493,0.045,0.406,1.36,0.045
439,541,HHTA1B          ,884,842.875,96.965,0.337,626.918,94.305,0.043,0.393,1.36,0.045
500,594,HHTA1B          ,875.875,836.5,99.691,0.154,634.263,90.015,0.045,0.389,1.35,0.044
459,547,HHTA1B          ,879.375,841.375,98.983,0.339,645.265,93.718,0.045,0.392,1.37,0.047
464,553,HHTA1B          ,881.5,839.75,99.387,0.153,634.384,93.395,0.045,0.389,1.35,0.044
412,517,HHTA1B          ,880.75,846.5,95.617,0,640.577,96.284,0.044,0.394,1.35,0.041
416,519,HHTA1B          ,859.375,830.625,98.329,1.671,645.709,84.211,0.045,0.394,1.35,0.045
462,574,HHTA1B          ,894,848.625,95.392,0,691.296,91.284,0.045,0.385,1.34,0.043
439,558,HHTA1B          ,866.125,834.375,70.308,29.692,644.949,81.337,0.045,0.411,1.4,0.045
402,525,HHTA1B          ,884.875,858.75,100,0,621.928,97.911,0.041,0.394,1.33,0.047
429,548,HHTA1B          ,882.625,852.875,91.628,0,686.116,87.5,0.045,0.385,1.34,0.043
317,468,HDR09C          ,874,850,39.048,0,685.596,77.619,0.045,0.33,0.98,0.001
390,517,HHTA1B          ,889.625,846.125,96.759,0,688.261,81.567,0.035,0.392,1.36,0.04
403,530,HHTA1B          ,883.875,852.125,92.473,0,689.525,91.936,0.045,0.396,1.33,0.041
414,544,HHTA1B          ,871.5,844.625,99.083,0.917,685.106,90.826,0.035,0.392,1.36,0.04
408,535,HHTA1B          ,878,856,98.396,0,680.741,76.596,0.045,0.396,1.33,0.041
427,553,HHTA1B          ,889,845.25,95.187,0,684.323,75.532,0.045,0.396,1.33,0.041
450,563,HHTA1B          ,879.875,845.75,94.444,0,689.451,90.323,0.045,0.385,1.34,0.043
442,558,HHTA1B          ,870.875,836.375,83.333,16.667,691.769,69.124,0.045,0.385,1.34,0.043
419,548,HHTA1B          ,872.5,851.875,100,0,683.761,83.333,0.04,0.409,1.37,0.048
358,464,HDR09C          ,858.375,838.875,100,0,684.979,90.333,0.043,0.32,0.96,0.001
310,444,HDR09C          ,863.75,831.5,92.241,0,684.134,92.275,0.045,0.329,0.99,0.001
310,444,HDR09C          ,863.75,831.5,92.241,0,684.134,92.275,0.045,0.329,0.99,0.001
335,480,HDR09C          ,866.75,828.375,92.627,0.461,685.652,95.392,0.045,0.336,0.95,0.001
445,577,HHTA1B          ,868.875,845.625,100,0,671.721,93.023,0.045,0.411,1.4,0.045
486,567,HHTA1B          ,889.375,844.625,95.865,0.188,626.648,93.11,0.038,0.401,1.36,0.046
347,478,HDR09C          ,876.875,849.75,95.39,0,682.912,98.239,0.041,0.332,1.03,0.001
331,471,HDR09C          ,873.125,839.875,96.466,3.534,675.874,98.592,0.04,0.333,1.04,0.001
340,483,HDR09C          ,877.625,839.625,92.115,6.452,684.533,98.571,0.04,0.333,0.99,0.001
341,481,HDR09C          ,878.375,843.5,92.969,2.734,689.191,98.444,0.043,0.341,1.03,0.001
338,484,HDR09C          ,885.625,845.875,98.444,0,683.052,98.833,0.043,0.341,1.03,0.001
355,502,HHTA1B          ,881.25,849,94.758,0,655.092,93.952,0.041,0.393,1.4,0.045
319,451,HDR09C          ,859.375,838.875,100,0,680.886,92.718,0.041,0.326,0.96,0.001
340,492,HDR09C          ,871.5,842.25,99.286,0.714,678.721,98.577,0.045,0.348,1.06,0.001
340,479,HDR09C          ,881,839.625,82.239,5.405,681.654,99.231,0.043,0.341,1.03,0.001
440,555,HHTA1B          ,883.625,839.5,91.011,3.09,640.603,87.465,0.045,0.396,1.4,0.04
392,521,HDR09C          ,856.875,828.5,98.198,1.802,668.874,96.413,0.041,0.326,0.96,0.001
359,503,HDR09C          ,853.125,834.625,100,0,659.666,96.269,0.045,0.357,1.07,0.001
467,576,HHTA1B          ,873.5,836.5,74.627,25.373,692.126,88.06,0.038,0.401,1.36,0.046
477,580,HHTA1B          ,873.625,846.375,100,0,687.347,92.245,0.042,0.395,1.38,0.046
436,549,HHTA1B          ,882.375,835.875,61.773,22.715,647.354,89.56,0.041,0.405,1.38,0.045
411,538,HHTA1B          ,876.5,850.375,96.667,0,668.573,75.277,0.04,0.409,1.37,0.048
327,474,HDR09C          ,866.75,849.75,58.73,0,665.948,99.054,0.039,0.336,0.99,0.001
433,552,HHTA1B          ,874.875,860.75,100,0,660.311,80.996,0.045,0.413,1.4,0.044
411,528,HHTA1B          ,881.75,844.875,95.925,0.627,680.274,90.343,0.035,0.393,1.38,0.045
412,531,HHTA1B          ,883.375,849.25,92.937,0,671.692,90.037,0.04,0.409,1.37,0.048
467,578,HHTA1B          ,879.5,834,84.788,0.249,623.53,99.753,0.045,0.402,1.38,0.045
437,541,HHTA1B          ,876,837.625,99.437,0.188,634.585,93.446,0.045,0.386,1.34,0.042
476,569,HHTA1B          ,877.125,838.25,99.692,0.154,623.447,93.13,0.045,0.386,1.34,0.042
498,587,HHTA1B          ,881.125,842.625,98.925,0.154,632.036,94.436,0.045,0.389,1.35,0.044
430,536,HHTA1B          ,875.875,839.75,86.993,12.669,632.37,98.983,0.043,0.393,1.36,0.045
420,539,HHTA1B          ,879.5,847,94.485,0,671.699,82.482,0.035,0.392,1.36,0.04
465,564,HHTA1B          ,883.125,852.75,94.453,0,641.255,79.326,0.045,0.386,1.34,0.042
415,543,HHTA1B          ,889.5,860.75,67.883,0,688.504,96.35,0.045,0.392,1.37,0.047
394,529,HHTA1B          ,856.5,831.25,35.769,64.231,682.903,91.12,0.033,0.39,1.33,0.05
439,543,HHTA1B          ,874.25,828.375,99.839,0.162,634.415,90.388,0.044,0.384,1.34,0.042
397,526,HHTA1B          ,875.125,842.125,94.872,4.701,674.483,89.407,0.039,0.392,1.34,0.042
457,568,HHTA1B          ,875,845.375,99.831,0,647.723,94.958,0.041,0.39,1.34,0.046
446,552,HHTA1B          ,880.625,844.75,98.598,0.156,630.863,94.876,0.044,0.384,1.34,0.042
408,522,HHTA1B          ,874.75,844.25,99.749,0.251,643.552,81.841,0.042,0.379,1.3,0.046
485,580,HHTA1B          ,872.625,832,99.43,0.57,622.884,88.701,0.042,0.379,1.3,0.046
400,530,HHTA1B          ,883.5,857.75,93.878,0,690.64,76.327,0.039,0.392,1.36,0.046
430,546,HHTA1B          ,871.625,846.5,100,0,670.408,83.442,0.041,0.396,1.38,0.045
418,512,HHTA1B          ,884.125,840.875,91.177,4.596,639.876,94.853,0.045,0.388,1.34,0.045
413,529,HHTA1B          ,884.125,846.5,96.641,0,636.914,90.411,0.044,0.383,1.33,0.044
414,526,HHTA1B          ,884.375,846.75,95.78,0,641.145,89.636,0.045,0.388,1.34,0.045
479,568,HHTA1B          ,879.5,842.625,95.212,2.21,633.257,98.172,0.045,0.388,1.34,0.045
441,570,HHTA1B          ,879.5,852.875,96.703,0,681.707,98.54,0.045,0.402,1.38,0.045
325,460,HDR09C          ,859.125,830.25,91.275,8.725,673.681,97.993,0.035,0.325,0.98,0.001
396,502,HHTA1B          ,881,836.875,74.199,24.452,626.526,97.976,0.045,0.406,1.36,0.045
437,545,HHTA1B          ,885.5,847,95.953,0,634.656,97.487,0.043,0.393,1.36,0.045
443,570,HHTA1B          ,880.375,828.125,58.824,36.177,661.748,87.427,0.045,0.397,1.37,0.05
421,544,HHTA1B          ,867.625,850.375,100,0,665.472,88.93,0.045,0.394,1.35,0.045
403,526,HHTA1B          ,866.625,840.875,99.628,0.372,677.331,90,0.045,0.394,1.35,0.045
473,599,HHTA1B          ,877.875,853.375,98.157,0,685.577,94.47,0.045,0.394,1.35,0.045
390,526,HHTA1B          ,881.25,852.375,92.09,0,676.33,83.616,0.045,0.413,1.4,0.044
331,464,HDR09C          ,872.875,825.625,87.727,4.091,678.295,88.182,0.039,0.331,1.01,0.001
414,533,HHTA1B          ,881.5,855.5,100,0,619.628,98.958,0.041,0.394,1.33,0.047
473,569,HHTA1B          ,885.75,841.25,96.489,0.153,653.487,96.358,0.044,0.384,1.34,0.042
406,519,HHTA1B          ,884.375,852.375,95.712,0,641.478,89.924,0.033,0.39,1.33,0.05
421,531,HHTA1B          ,878.75,844.875,98.162,0.153,643.592,87.994,0.045,0.386,1.34,0.042
395,517,HHTA1B          ,875.75,841,99.236,0.306,645.691,94.41,0.044,0.384,1.34,0.042
463,570,HHTA1B          ,893.625,864.5,63.636,0,674.192,94.752,0.045,0.4,1.37,0.048
436,557,HHTA1B          ,871.125,835.375,82.784,17.216,667.476,84.727,0.045,0.411,1.4,0.045
469,580,HHTA1B          ,888.75,854,91.971,0,664.187,94.909,0.036,0.395,1.4,0.044
473,573,HHTA1B          ,878.75,853.125,96.269,0,636.134,99.015,0.045,0.389,1.35,0.044
339,480,HDR09C          ,871.125,837.25,98.63,0.342,664.58,98.635,0.039,0.336,0.99,0.001
404,533,HHTA1B          ,871.25,843.625,98.374,1.626,678.904,89.879,0.039,0.392,1.36,0.046
382,520,HHTA1B          ,873.875,840.625,90.612,9.388,685.842,87.805,0.039,0.392,1.36,0.046
402,518,HHTA1B          ,884.875,847.125,51.32,48.68,647.802,96.721,0.044,0.394,1.35,0.041
433,559,HHTA1B          ,874.875,851.875,100,0,680.284,95.833,0.041,0.405,1.38,0.045
344,478,HDR09C          ,865.875,834.25,59.081,40.92,637.185,85.616,0.045,0.355,1.09,0.001
428,545,HHTA1B          ,865.875,851.75,100,0,687.6,66.509,0.04,0.409,1.37,0.048
445,560,HHTA1B          ,868.5,821.5,34.573,65.428,687.445,83.704,0.045,0.397,1.37,0.05
477,593,HHTA1B          ,889.125,855.5,95.37,0,686.252,88.94,0.041,0.405,1.38,0.045
433,538,HHTA1B          ,874.75,836,94.526,0,629.736,97.733,0.045,0.387,1.31,0.041
426,539,HHTA1B          ,880.875,847.125,96.961,0,647.76,87.658,0.044,0.383,1.33,0.044
457,555,HHTA1B          ,888.75,848.875,96.121,0,637.203,98.158,0.043,0.393,1.36,0.045
354,478,HDR09C          ,860,833.5,99.578,0,673.729,72.574,0.042,0.351,1.1,0.001
410,523,HHTA1B          ,882.625,850.625,93.126,0,631.839,89.868,0.04,0.403,1.36,0.042
425,536,HHTA1B          ,880,847.75,93.413,0,671.454,94.643,0.04,0.403,1.36,0.042
399,538,HHTA1B          ,880.875,846.375,92.665,0,639.017,92.176,0.04,0.409,1.4,0.04
401,518,HHTA1B          ,881.375,854.875,93.258,0,623.666,98.222,0.04,0.403,1.36,0.042
487,580,HHTA1B          ,869.625,842.25,99.832,0.168,646.65,96.16,0.045,0.4,1.37,0.048
375,503,HHTA1B          ,871.25,835.25,99.754,0.246,638.524,97.073,0.035,0.402,1.4,0.041
447,551,HHTA1B          ,871.125,840,98.658,1.342,622.674,100,0.045,0.4,1.37,0.048
390,513,HHTA1B          ,882,844.125,91.532,0.806,668.781,90.361,0.045,0.396,1.4,0.04
390,531,HHTA1B          ,881.25,849,94.758,0,655.092,93.952,0.041,0.393,1.4,0.045
327,473,HDR09C          ,858.625,823.125,72.593,27.407,675.393,81.181,0.045,0.357,1.07,0.001
464,552,HHTA1B          ,874.125,822.75,97.051,0.268,639.945,95.289,0.045,0.387,1.31,0.041
395,523,HHTA1B          ,877.75,849.125,99.032,0,640.556,93.51,0.042,0.395,1.38,0.046
346,481,HDR09C          ,863,838.25,99.696,0.304,670.832,98.792,0.04,0.333,1.04,0.001
348,480,HDR09C          ,870.75,841.875,99.697,0,672.243,98.193,0.04,0.333,1.04,0.001
358,495,HDR09C          ,880.875,847.625,93.195,0,674.975,93.787,0.029,0.33,0.99,0.001
272,384,HDR09C          ,871.125,837.25,98.63,0.342,664.58,98.635,0.039,0.336,0.99,0.001
451,564,HHTA1B          ,887.375,855,97.911,0,622.333,99.741,0.045,0.389,1.33,0.05
338,483,HDR09C          ,875.75,837.25,88.653,10.993,672.821,98.592,0.04,0.333,0.99,0.001
315,461,HDR09C          ,881.75,830.625,87.085,0,666.316,87.5,0.045,0.338,1.06,0.001
488,592,HHTA1B          ,878.25,838.875,97.092,0.224,633.118,91.796,0.045,0.4,1.37,0.048
446,555,HHTA1B          ,870.375,836.875,88.641,11.359,636.638,86.504,0.045,0.4,1.37,0.048
488,592,HHTA1B          ,878.25,838.875,97.092,0.224,633.118,91.796,0.045,0.4,1.37,0.048
383,529,HHTA1B          ,894.875,845.875,93.827,0,635.731,85.049,0.039,0.392,1.36,0.046
328,460,HDR09C          ,862.125,828,95.926,3.333,673.785,91.882,0.045,0.336,0.95,0.001
441,560,HHTA1B          ,863.5,786,31.797,68.203,687.383,80.275,0.041,0.392,1.38,0.042
473,570,HHTA1B          ,873,820.125,99.5,0.5,636.773,97.185,0.044,0.393,1.36,0.045
460,566,HHTA1B          ,877.125,850.75,98.874,0,628.083,95.1,0.041,0.39,1.34,0.046
404,518,HHTA1B          ,876.5,850.25,93.182,6.818,670.011,95.475,0.038,0.388,1.37,0.043
328,457,HDR09C          ,855.375,815.25,52.036,47.964,670.105,74.775,0.041,0.326,0.96,0.001
343,465,HDR09C          ,857.375,835.25,100,0,671.221,86.425,0.043,0.323,0.97,0.001
413,521,HHTA1B          ,879.875,848.375,97.255,0,630.063,92.802,0.035,0.393,1.38,0.045
456,560,HHTA1B          ,881.875,846.125,97.547,0,639.201,98.692,0.045,0.397,1.37,0.05
456,566,HHTA1B          ,880.5,847.625,98.491,0,636.566,97.761,0.045,0.397,1.37,0.05
392,511,HHTA1B          ,878.125,859.25,98.529,0,667.837,86.496,0.035,0.392,1.36,0.04
345,480,HDR09C          ,864.5,830.125,99.08,0,638.926,96.353,0.043,0.32,0.96,0.001
373,475,HDR09C          ,871.125,828.5,93.413,0.599,640.384,92.56,0.045,0.333,1.01,0.001
467,557,HHTA1B          ,885.5,857.75,99.847,0,633.562,85.804,0.045,0.389,1.35,0.044
415,521,HHTA1B          ,879.875,836.875,98.93,0.153,642.093,97.26,0.033,0.39,1.33,0.05
390,493,HHTA1B          ,885.625,847.125,98.127,0,637.142,94.61,0.041,0.388,1.36,0.047
403,517,HHTA1B          ,876.75,839.125,88.615,11.077,646.777,97.689,0.033,0.39,1.33,0.05
433,551,HHTA1B          ,872.75,852,100,0,679.703,86.932,0.045,0.383,1.33,0.047
425,532,HHTA1B          ,878.25,844,98.472,1.019,649.961,95.608,0.043,0.393,1.36,0.045
452,566,HHTA1B          ,877.5,846.75,97.417,0,668.972,90.11,0.041,0.405,1.38,0.045
403,518,HHTA1B          ,880.125,841.5,97.863,0.153,651.077,91.743,0.033,0.39,1.33,0.05
495,589,HHTA1B          ,893.5,855.875,96.319,0,626.71,91.629,0.045,0.389,1.35,0.044
326,468,HDR09C          ,866.5,830.5,93.727,0,666.89,85.662,0.045,0.334,0.97,0.001
343,480,HDR09C          ,855.875,830.875,100,0,671.612,95.556,0.045,0.357,1.07,0.001
323,464,HDR09C          ,863.875,830.75,92.202,0,680.592,94.495,0.045,0.336,0.95,0.001
326,463,HDR09C          ,851.25,816.375,83.896,16.104,638.733,94.057,0.045,0.329,0.99,0.001
334,473,HDR09C          ,876.875,844,97.866,0.61,679.863,97.879,0.04,0.333,1.04,0.001
317,462,HDR09C          ,875.625,845.5,99.39,0,672.021,98.788,0.04,0.333,1.04,0.001
331,476,HDR09C          ,870.25,848.125,100,0,684.847,97.273,0.04,0.333,1.04,0.001
337,464,HDR09C          ,882,834.75,76.768,0,678.371,83.92,0.039,0.331,1.01,0.001
338,484,HDR09C          ,873.625,828.625,88.839,1.339,677.973,81.778,0.041,0.326,0.96,0.001
345,500,HDR09C          ,851.625,831.125,100,0,675.043,90.578,0.045,0.355,1.09,0.001
345,481,HDR09C          ,863.125,835.5,95.111,0,688.485,94.69,0.045,0.343,1.01,0.001
448,565,HHTA1B          ,875.5,842.75,98.169,1.099,663.051,89.091,0.036,0.395,1.4,0.044
470,580,HHTA1B          ,883.375,852.5,93.773,0,662.774,94.526,0.036,0.395,1.4,0.044
448,563,HHTA1B          ,877.25,844.25,98.661,0.446,635.186,94.469,0.038,0.401,1.36,0.046
415,541,HHTA1B          ,876.375,829.125,89.58,9.689,634.246,91.107,0.035,0.402,1.4,0.041
399,538,HHTA1B          ,880.875,846.375,92.665,0,639.017,92.176,0.04,0.409,1.4,0.04
