YEILD_STRENGTH,ULTIMATE_TENSILE_STRENGTH,GRADE,FXTEMP_MAX,FXTEMP_MIN,FXTEMP_PCTON,FXTEMP_PCTUNDER,CTEMP_MAX,CTEMP_PCTON,AL,CE,MN,V
305,447,HDR09C          ,873.625,834.5,83.14,16.861,667.621,99.125,0.05,0.322,0.97,0.001
305,447,HDR09C          ,873.625,834.5,83.14,16.861,667.621,99.125,0.05,0.322,0.97,0.001
292,466,HDR09C          ,869,845.875,100,0,668.086,93.023,0.045,0.345,1.02,0.001
306,461,HDR09C          ,877,845,96.21,0,659.439,89.884,0.045,0.345,1.02,0.001
398,529,HDR09C          ,881.375,824.5,39.85,58.271,659.768,90.672,0.037,0.341,1,0.001
398,529,HDR09C          ,881.375,824.5,39.85,58.271,659.768,90.672,0.037,0.341,1,0.001
398,529,HDR09C          ,881.375,824.5,39.85,58.271,659.768,90.672,0.037,0.341,1,0.001
391,528,HHTA1B          ,874,829.75,59.447,40.553,691.447,74.194,0.034,0.385,1.35,0.046
336,469,HDR09C          ,868.125,834.25,42.475,57.525,701.096,96.97,0.05,0.326,0.98,0.001
324,467,HDR09C          ,873.5,829.375,89.908,10.092,699.495,94.037,0.05,0.328,0.98,0.001
330,473,HDR09C          ,876.625,844.5,99.087,0.457,704.611,95.434,0.05,0.346,1.01,0.001
421,533,HHTA1B          ,866.375,836.625,70,30,676.63,91.451,0.044,0.388,1.33,0.045
311,454,HDR09C          ,865.875,825.25,40,60,664.763,91.643,0.05,0.327,0.96,0.001
307,451,HDR09C          ,867.5,834,57.349,42.651,674.089,67.246,0.05,0.327,0.96,0.001
400,529,HHTA1B          ,872.25,826.375,99.072,0.928,677.768,89.885,0.037,0.393,1.32,0.046
431,553,HHTA1B          ,878.5,844.75,91.951,0.31,677.696,91.641,0.037,0.393,1.32,0.046
490,590,HHTA1B          ,875,841.625,95.686,3.922,688.199,92.52,0.045,0.397,1.35,0.048
484,592,HHTA1B          ,868.25,833.125,89.105,10.895,686.109,92.996,0.045,0.397,1.35,0.048
448,571,HHTA1B          ,859.125,833,34.513,65.487,675.208,76.339,0.045,0.407,1.36,0.044
427,542,HHTA1B          ,874,836,97.251,2.749,663.551,92.15,0.044,0.407,1.38,0.043
390,519,HHTA1B          ,873.625,850.875,100,0,681.887,92.593,0.045,0.392,1.33,0.042
409,532,HHTA1B          ,877.25,839.875,93.515,4.437,695.716,87.119,0.04,0.391,1.35,0.043
332,470,HDR09C          ,869.375,839.625,97.436,2.564,727.977,94.468,0.048,0.325,0.97,0.002
343,486,HDR09C          ,876.375,852.375,97.881,0,733.312,90.678,0.04,0.321,0.95,0.002
343,486,HDR09C          ,876.375,852.375,97.881,0,733.312,90.678,0.04,0.321,0.95,0.002
435,558,HHTA1B          ,868,838.625,81.111,18.889,694.511,90.741,0.045,0.396,1.35,0.043
407,539,HHTA1B          ,872.25,845.5,100,0,712.73,91.513,0.042,0.39,1.36,0.046
445,560,HHTA1B          ,896.875,857.5,88.192,5.166,708.132,84.927,0.045,0.389,1.35,0.043
405,529,HHTA1B          ,872.625,843.375,98.354,1.646,715.799,92.623,0.045,0.39,1.35,0.043
409,539,HHTA1B          ,875.875,844.375,99.259,0.37,702.65,83.026,0.042,0.39,1.36,0.046
404,536,HHTA1B          ,872.625,837.125,70.849,29.151,701.983,90.441,0.035,0.396,1.4,0.043
420,551,HHTA1B          ,874.75,845.625,61.111,38.889,672.457,93.75,0.041,0.388,1.31,0.042
449,553,HHTA1B          ,878.5,837.875,94.424,3.717,674.929,65.918,0.044,0.383,1.34,0.041
462,573,HHTA1B          ,875,828.875,99.328,0.504,675.485,90.468,0.04,0.407,1.4,0.044
476,578,HHTA1B          ,876.25,842.875,98.524,1.292,654.511,73.26,0.039,0.398,1.37,0.043
442,536,HHTA1B          ,870.75,821.875,80.574,19.426,674.125,93.015,0.045,0.383,1.33,0.042
330,475,HDR09C          ,871,844.625,99.632,0.368,697.386,97.048,0.05,0.328,0.98,0.001
396,516,HHTA1B          ,887.75,847,90.556,4.444,692.446,93.681,0.035,0.396,1.4,0.043
424,540,HHTA1B          ,873.875,843.5,99.039,0.962,683.342,76.433,0.045,0.39,1.35,0.043
432,549,HHTA1B          ,878.625,839.875,94.017,4.843,683.199,84.986,0.045,0.396,1.35,0.043
383,510,HHTA1B          ,873.5,835.625,35.278,64.722,680.764,91.46,0.042,0.406,1.37,0.043
374,504,HDR09C          ,872.75,845.375,100,0,714.322,80.992,0.034,0.328,0.97,0.001
347,479,HDR09C          ,871.375,846.875,100,0,721.325,83.539,0.034,0.328,0.97,0.001
405,529,HHTA1B          ,881.75,831.5,92.279,1.103,699.131,83.764,0.042,0.406,1.37,0.043
332,472,HDR09C          ,871.75,840.875,88.585,11.416,705.441,85.845,0.05,0.328,0.98,0.001
401,537,HHTA1B          ,879.5,855.125,90.367,0,714.19,92.202,0.045,0.388,1.33,0.042
395,525,HHTA1B          ,877.625,856.625,100,0,711.911,84.927,0.039,0.384,1.31,0.042
328,465,HDR09C          ,870.375,846.25,100,0,699.046,0.364,0.05,0.323,0.96,0.001
429,559,HHTA1B          ,888.25,859.375,99.535,0.465,732.907,95.327,0.039,0.384,1.31,0.042
336,472,HDR09C          ,873.625,846.5,100,0,660.986,98.993,0.04,0.32,0.94,0.001
368,504,HDR09C          ,875.75,845.125,99.663,0,670.265,98.653,0.05,0.329,0.96,0.001
406,542,HHTA1B          ,880.875,849.875,92.446,0,683.184,98.571,0.031,0.398,1.38,0.05
446,546,HHTA1B          ,880.875,842.5,94.444,3.056,688.468,91.967,0.044,0.383,1.34,0.041
463,569,HHTA1B          ,872.625,844.5,99.738,0.262,686.149,96.354,0.045,0.396,1.37,0.041
468,578,HHTA1B          ,878.75,838.625,92.784,5.412,680.944,93.367,0.04,0.401,1.38,0.044
467,572,HHTA1B          ,865.375,838.125,83.668,16.332,683.273,97.721,0.045,0.38,1.32,0.045
454,574,HHTA1B          ,869.625,849.125,100,0,685.564,86.25,0.045,0.388,1.35,0.048
414,523,HHTA1B          ,849.5,828.125,14.419,85.581,684.285,44.393,0.045,0.389,1.37,0.045
319,466,HDR09C          ,885,864,51.98,0,734.024,96.552,0.049,0.32,0.93,0.001
326,471,HDR09C          ,882.25,848.5,97.021,0,732.026,97.458,0.032,0.318,0.95,0.002
332,472,HDR09C          ,871,847.625,100,0,728.409,65.532,0.04,0.321,0.95,0.002
392,523,HHTA1B          ,873,845.25,100,0,685.546,93.982,0.045,0.385,1.32,0.041
433,555,HHTA1B          ,885.75,862.5,99.134,0,682.294,81.466,0.045,0.383,1.32,0.044
442,537,HHTA1B          ,878.375,851.75,100,0,681.789,94.09,0.045,0.382,1.31,0.043
453,551,HHTA1B          ,879.375,844.625,55.164,44.836,683.837,76.744,0.045,0.382,1.31,0.043
469,561,HHTA1B          ,879.375,844.625,55.164,44.836,683.837,76.744,0.045,0.382,1.31,0.043
463,558,HHTA1B          ,879.375,844.625,55.164,44.836,683.837,76.744,0.045,0.382,1.31,0.043
448,556,HHTA1B          ,881.5,848.25,93.96,0,665.485,94.649,0.045,0.389,1.37,0.045
456,567,HHTA1B          ,867.625,840.5,86.42,13.58,677.363,93.366,0.04,0.401,1.38,0.044
467,571,HHTA1B          ,875.25,843.125,99.14,0.287,676.057,94.886,0.045,0.38,1.32,0.045
450,566,HHTA1B          ,873,842.75,96.581,3.419,680.116,97.436,0.045,0.388,1.35,0.048
385,512,HHTA1B          ,871.875,837,88.43,11.57,702.506,90.535,0.045,0.39,1.35,0.043
425,556,HHTA1B          ,873.5,853.5,100,0,680.237,92.208,0.045,0.396,1.37,0.041
448,560,HHTA1B          ,886.25,853.125,96.507,3.057,680.578,88.696,0.045,0.396,1.37,0.041
401,522,HHTA1B          ,870.75,842.75,98.671,1.329,697.317,97.69,0.031,0.386,1.3,0.041
463,570,HHTA1B          ,876.375,849.125,96.928,0,709.731,91.864,0.025,0.394,1.33,0.047
448,562,HHTA1B          ,869.375,822.5,84.091,15.909,685.369,95.25,0.043,0.385,1.32,0.047
447,568,HHTA1B          ,875.75,843.875,98.429,0.262,671.967,95.325,0.045,0.396,1.37,0.041
